RECIPE_ID,COOKING_NO,COOKING_DC
161,3,"표고버섯, 두부, 당면, 쇠고기, 당근, 피망은 곱게 다진다."
161,4,"간장, 식초, 깨소금을 섞어 초간장을 만든다."
161,5,깻잎과 양상추는 곱게 채썬 다음 샐러리 잎과 함께 얼음물에 담가놓고 오븐은 200℃로 예열해놓는다.
161,6,"다져놓은 오징어다리, 표고버섯, 두부, 당면, 쇠고기, 당근, 피망을 용기에 담아 양념 재료를 차례로 넣고 골고루 섞는다."
162,1,표고버섯은 따뜻한 물에 불려 밑동을 떼어내서 채썰고 죽순도 깨끗이 씻어 빗살 모양으로 얇게 썬다.
162,2,새우살은 끓는 물에 소금을 약간 넣어 데쳐낸다. 새우를 삶아낸 물 1과 1/2컵을 남겨서 소스용 재료로 사용한다.
162,3,"달군 팬에 채썬 표고버섯, 죽순, 새우살, 완두콩을 넣고 볶는다."
162,4,식용유에 누룽지를 튀긴다.
162,5,"튀겨낸 누룽지에 ③을 넣고 홍고추, 다진 마늘을 넣고 소금으로 간한다."
162,6,팬에 분량의 소스 재료를 넣어 끓인 후 녹말물을 풀어 넣어 걸쭉한 소스를 만든 다음 ⑤에 붓고 살짝 끓인다.
163,1,가래떡은 3cm 길이로 썰어서 끓는 물에 데쳐낸다.
163,2,"파프리카는 떡 크기에 맞춰 썰어 살짝 데치고, 브로콜리는 작은 줄기로 떼어내 끓는 소금물에 데쳐낸다."
163,3,분량의 양념 재료를 섞어 양념장을 만든다.
163,4,"꼬치에 떡, 파프리카, 브로콜리 순으로 꽂는다."
163,5,④에 양념장을 발라 떡이 고루 익을 때까지 그릴에 굽는다.
164,1,"양파, 당근은 다진다."
164,2,실파는 송송썬다.
164,3,두부는 곱게 으깬다.
164,4,"찬밥, 양파, 당근, 실파, 두부를 섞고 콩가루와 계란을 넣은 뒤 소금과 후춧가루로 간을 맞춘다."
164,5,프라이팬에 기름을 두르고 둥글게 지진다.
165,1,"쌀은 씻어서 30분 정도 불린 후 소쿠리에 건져 물기를 빼고, 팥은 씻어서 냄비에 담고 팥이 잠길 정도로 물을 부어 끓인 뒤 살짝 끓어오르면 물을 버린다."
165,2,①에 다시 물 8컵을 부어 1시간 정도 푹 삶는다.
165,3,②에 불린 쌀을 넣고 주걱으로 한 번씩 저어가며 쌀알이 완전히 퍼질 때까지 끓인다.
165,4,찹쌀과 쌀가루를 섞어서 가루 낸 것에 찬물 3/4컵을 부어 반죽해서 지름 1~2cm 정도의 새알심을 동그랗게 빚는다.
165,5,끓는 소금물에 ④를 넣고 새알심이 익어서 위로 떠오르면 찬물에 식혀 건져낸다.
165,6,센불에서 죽이 끓을 때 새알심을 넣고 소금으로 간을 맞춘 뒤 불에서 내린다.
166,1,냉장고에 보관해둔 버터를 주사위 모양으로 썬다.
166,2,체에 밀가루와 소금을 넣고 쳐서 큰 볼에 담는다.
166,3,②에 버터 썬 것을 넣고 섞은 후 버터에 밀가루를 입힌다. 버터를 손으로 한 개씩 으깬 다음 양손으로 비벼서 보슬보슬한 가루를 만든다.
166,4,찬물을 넣고 손가락으로 원을 그리면서 섞은 후 대충 덩어리로 뭉쳐서 비닐백에 담아 밀대로 5mm 정도 두께로 밀어둔다.
166,5,④를 냉장고에 1~2시간 정도 넣어둔다.
166,6,아몬드 크림을 만든다. 실온에 두었던 버터를 볼에 담고 거품기로 저어서 크림 상태로 만든다. 여기에 설탕을 넣고 힘있게 섞은 후 계란을 넣고 잘 섞어준 뒤 아몬드 가루를 넣고 섞는다.
167,1,고구마 줄기는 미지근한 물에 한시간 정도 불린다.
167,2,끓는 물에 고구마 줄기를 20분 정도 삶아낸 뒤 찬물에 헹구어 물을 갈아주며 하루 정도 물에 담가둔다.
167,3,분량의 재료를 섞어 양념장을 만든다.
167,4,고구마 줄기는 물기를 짜고 5cm 길이로 썬다.
167,5,④에 양념장을 넣어 간이 배도록 무친다.
167,6,프라이팬에 들기름을 두르고 ⑤를 넣어 볶는다.
168,1,어묵은 가운데 1/3 정도를 파낸다.
168,2,"닭고기 안심은 곱게 다져 소금, 후춧가루를 넣는다."
168,3,말린 표고버섯은 미지근한 물에 불려 기둥을 떼어내고 가늘게 채썬다.
168,4,오이는 돌려 깎아 채썬 뒤 소금에 살짝 절이고 물기를 짠다.
168,5,"닭고기살에 표고버섯, 오이를 넣는다."
168,6,어묵 가운데 녹말가루를 뿌리고 ⑤를 채운다.
169,1,"쇠고기는 찬물에 담가 핏물을 없애고 양지머리와 함께 한번 끓여 첫 물을 버리고, 다시 푹 고아서 육수를 준비한다."
169,2,계란은 노른자와 흰자를 나누어 지단을 부친다.
169,3,쇠고기는 채썰거나 다져서 양념 재료로 양념하여 볶는다.
169,4,가래떡을 어슷썰어 물에 씻어 건진다.
169,5,"①의 육수에 간장과 소금으로 간을 맞추고  채썬 파와 다진 마늘을 넣어 팔팔 끓으면 떡을 헤쳐서 넣고, 떡이 익어서 떠오를 때까지 끓인다."
169,6,대접이나 그릇에 떡국을 담고 위에 고기와 지단을 고명으로 얹고 후춧가루를 약간 뿌려 낸다.
170,1,멥쌀은 깨끗이 씻어서 6시간 정도 충분히 불린 후 건져 소금을 넣고 가루로 빻아서 곱게 체에 친다.
170,2,멥쌀가루에 물을 뿌린 다음 버무려서 찜통이나 시루에 넣고 충분히 찐다.
170,3,"쪄낸 떡을 둘로 나누어 반은 그대로 절구에서 찰지게 될 때까지 치고, 나머지는 데친 쑥을 섞어서 쑥색이 고루 들 때까지 찧는다."
170,4,③의 떡을 큰 도마에 놓고 참기름을 발라가며 일정한 크기로 떼어낸 다음 둥근 모양으로 빚고 떡살로 눌러 문양을 낸 후 참기름을 발라 마무리한다.
171,1,생강은 껍질을 벗겨 씻은 뒤 얇게 저민다.
171,2,통계피는 씻어서 잘게 부순다.
171,3,곶감은 가루를 털고 젖은 수건으로 표면을 깨끗이 닦은 뒤 꼭지와 밑동을 살짝 자른 다음 옆면을 칼로 잘라 씨를 발라낸다.
171,4,호두는 통째로 미지근한 설탕물에 잠시 담갔다가 꺼내어 꼬치로 껍질을 벗긴다.
171,5,곶감을 넓게 편 다음 호두를 넣고 김발로 꼭꼭 말아 곶감쌈을 만든다.
171,6,생강은 찬물 10컵을 붓고 향이 우러나도록 약한 불에서 30~40분간 끓인다.
172,1,"닭고기는 토막 내어 소금, 후춧가루, 정종에 재워둔다."
172,2,"홍고추, 청고추, 대파, 생강, 마늘은 굵게 다진다."
172,3,소스 재료를 섞는다.
172,4,닭고기에 계란을 넣고 감자전분을 넣어 무치듯 반죽한다.
172,5,170℃ 기름에 튀긴다.
172,6,"프라이팬에 기름을 넣고 대파, 마늘, 생강, 홍고추, 청고추를 넣고 볶는다."
173,1,멥쌀과 찹쌀은 불린 다음 소금 1큰술을 넣고 곱게 빻는다.
173,2,①에 물을 10큰술 정도 넣어 손으로 비비면서 다시 한 번 체에 내린다.
173,3,팥은 물을 붓고 푹 삶는다.
173,4,충분히 물러졌으면 남은 물을 따라내고 잠깐 불에 올려 뜸을 들인 후 소금 1큰술과 함께 절구에 넣고 팥알이 부서지도록 대강 찧는다.
173,5,시루에 면보를 깔고 ④의 팥고물을 평평하게 깐 다음 ②의 쌀가루를 2cm 두께로 번갈아 안쳐 김 오른 솥 위에 시루째 올린다.
173,6,김이 새지 않도록 솥과 시루 사이에 밀가루 반죽을 붙인다.
174,1,"냄비에 물, 다시마, 무를 넣어 끓여 국물을 만든다."
174,2,두부는 물기를 짠 후 곱게 으깨고 실파를 송송 썬다.
174,3,"②에 다진 쇠고기, 소금, 후춧가루를 넣어 골고루 섞은 후 2㎝ 크기의 완자를 빚는다."
174,4,①의 무를 건져 얄팍하게 썬다.
174,5,"①의 국물에 국간장, 소금, 후춧가루로 간을 한 후 끓인다."
174,6,⑤가 끓어오르면 완자와 ④의 무를 넣어 끓인다.
175,1,두부는 물기를 짠 후 곱게 으깨어 다진쇠고기와 섞는다.
175,2,"①에 소금, 후춧가루, 깨소금, 참기름을 넣어 양념한다."
175,3,②를 치대어 직경 3㎝ 크기의 완자를 빚는다.
175,4,"밤은 껍질을 까서 물에 담가놓고 무, 당근은 밤 크기로 썰어 끓는 물에 데친다."
175,5,분량의 재료를 섞어 양념장을 만든다.
175,6,냄비에 양념장을 넣어 끓어오르면 완자를 넣는다.
176,1,오징어는 껍질을 벗기고 칼집을 넣어 썰고 5cm x 1cm 크기로 썰고 낙지는 7~8cm 길이로 썬다.
176,2,새우는 껍질을 벗기고 등 쪽의 내장을 꺼낸다. 조갯살도 잘 씻어낸다.
176,3,끓는 물에 해물을 넣어 살짝 데친다.
176,3,"양파, 청피망, 홍피망, 당근은  채썰어 식용유를 두른 팬에 재빨리 볶아낸다."
176,5,"당면은 삶은 후 물기를 빼고 썰어 간장, 설탕, 참기름으로 무쳐놓는다."
176,6,식용유를 두른 팬에 양념한 당면을 볶고 채소와 해산물을 넣어 볶는다.
177,1,물에 다시마와 말린표고버섯을 넣고 2~3시간 정도 둔다.
177,2,계란은 황백으로 나눠 지단을 부쳐 채썰고 대파는 어슷썰기 한다.
177,3,"냄비에 ①의 물과 다시마, 표고버섯을 넣고 끓기 시작하면 다시마를 건져 낸다."
177,4,③에 간장과 소금으로 간을 맞춘 후 떡국 떡을 넣고 끓인다.
177,5,④에 다진 마늘과 대파를 넣고 끓인다.
177,6,⑤를 그릇에 담고 지단을 올려 낸다.
178,1,찹쌀은 씻어 30분 이상 불린다.
178,2,팥은 한 번 삶아 물을 버리고 다시 물을 넣고 팥알이 터지지 않게 삶은 뒤 팥물은 받아 놓는다.
178,3,밤은 껍질을 까서 먹기 좋은 크기로 잘라 놓고 대추도 씨를 발라 적당한 크기로 자른다.
178,4,준비한 재료를 모두 넣고 1과 1/3컵의 팥물에 소금 1/2작은술을 넣어 밥을 짓는다.
179,1,쌀은 씻어 건져 놓는다.
179,2,콩나물은 통통한 것으로 다듬어 씻어 놓는다.
179,3,돼지고기는 살코기로 준비해 4~5㎝ 길이로 굵게 채썬다.
179,4,무는 깨끗이 씻어서 폭 0.5㎝ 길이 4~5㎝ 길이로 굵게 채썬다.
179,5,취나물은 끓는 물에 소금을 조금 넣고 데쳐서 찬물에 1시간 정도 담가 쓴맛을 우려낸다. 여러번 헹군 뒤 물기를 꼭 짜서 4㎝ 길이로 썬다.
179,6,돼지고기에 양념을 해서 프라이팬에 볶아 놓는다.
180,1,모둠 채소는 흐르는 물에 깨끗이 씻어 소쿠리에 물기를 빼 둔다.
180,2,케일은 끓는 물에 데쳐 찬물에 헹군다.
180,3,밥에 소금과 참기름으로 간을 한다.
180,4,케일 및 쌈야채에 ③을 먹기 좋은 크기로 한 덩이씩 싼 뒤 흑임자를 뿌린다.
180,5,준비한 양념 재료를 섞어 쌈장을 만든다.
180,6,그릇에 채소와 케일 쌈밥을 담고 쌈장을 곁들여 낸다.
181,1,말린 표고버섯은 물에 불려 굵게 채썰고 기둥은 결대로 찢는다.(불린 물은 ②에 섞어 육수로 사용한다.)
181,2,멸치는 내장과 머리를 발라낸 후 냄비에 물 2컵과 ①의 표고버섯 불린 물을 붓고 된장을 풀어 끓인다.
181,3,"두부는 사방 1.5cm로 깍둑썰어 준비하고 달래는 길이로 3등분하며 대파, 청양고추는 어슷썬다."
181,4,바지락은 연한 소금물에 담가 해감시킨다.
181,5,②가 끓으면 두부와 해감 시킨 바지락을 넣는다.
181,6,"⑤에 나머지 재료인 달래, 표고버섯, 대파, 청양고추를 넣고 끓인다."
182,1,마른 표고버섯은 따뜻한 물에 불려 밑둥을 없애고 물기를 꼭 짠 다음 채썬다.
182,2,쑥의 질긴 부분을 없앤 후 끓는 물에 데쳐 물기를 짠다.
182,3,느타리버섯은 끓는 물에 데쳐 물기를 없애고 손으로 찢는다.
182,4,팬에 식용유를 두르고 다진 마늘을 볶다가 버섯재료와 쑥을 넣어 센불에 살짝 볶는다.
182,5,"간장, 설탕, 소금, 후춧가루로 간을 해 마무리한다."
183,1,"닭가슴살은 옆으로 갈라 넓게 편 후 소금, 후춧가루를 살짝 뿌린다."
183,2,명란젓은 껍질을 벗기고 마요네즈를 넣어 섞는다.
183,3,닭가슴살에 녹말가루를 뿌리고 김을 깐 뒤 ②를 놓고 만다.
183,4,"③에 밀가루, 계란, 빵가루를 입혀 160℃의 기름에서 튀긴다."
183,5,당근과 대파는 가늘게 채썰어 그릇에 담고 튀긴 닭고기를 썰어 담는다.
184,1,바지락은 연한 소금물에 담가 해감시킨다.
184,2,봄동은 깨끗이 다듬어 씻은 후 물기를 빼고 먹기 좋은 크기로 썬다.
184,3,홍고추는 굵게 다지고 실파는 송송 썬다.
184,4,달구어진 팬에 식용유를 두르고 마늘을 볶다가 물을 붓는다.
184,5,"④가 끓으면 바지락, 청주를 넣고 뚜껑을 덮어 끓인다."
184,6,봄동과 굴소스를 넣고 볶는다.
185,1,김치는 곱게 다진다.
185,2,감자는 삶아서 체에 내리고 두부는 물기를 짠 뒤 으깬다.
185,3,"당근,피망은 다진다."
185,4,"준비된 재료에 밀가루, 계란, 다진마늘, 소금, 후춧가루를 섞는다."
185,5,프라이팬에 식용유를 두르고 반죽을 한 숟가락씩 떠서 노릇하게 지진다.
186,1,옥수수는 물기를 뺀다.
186,2,"찬밥에 옥수수, 소금, 계란을 넣고 잘 섞은 후 녹말가루를 넣는다."
186,3,지름 2㎝ 정도로 완자를 빚어(사진1) 170℃의 식용유에서 노릇노릇하게 튀겨 낸다.
186,4,식용유 2큰술에 설탕 1/2컵을 넣고 물을 1큰술 정도 넣어 설탕이 녹을 때까지 끓여 시럽을 만든다.
186,5,④의 시럽에 튀겨 놓은 맛탕을 버무려 낸다.
187,1,"양배추는 두꺼운 부분을 도려내고 가로 5㎝ 길이로 채썰고, 실파는 송송 썬다."
187,2,모시조개는 소금물에 담가 해감을 토하게 한다.
187,3,냄비에 물을 붓고 다시마와 멸치를 넣어 끓으면 불을 끄고 체에 면보를 깔아 건더기를 걸러내 다시물을 준비한다.
187,4,"다시물에 된장을 풀어 다시 한번 끓인 다음 양배추, 모시조개를 넣고 다진 마늘을 넣어 한소끔 끓인다."
187,5,그릇에 담아 송송 썬 실파를 얹어 낸다.
188,1,오징어는 내장을 제거하고 껍질을 벗긴 뒤 0.5㎝ 두께의 링 모양으로 썬다.
188,2,"쇠고기는 0.2㎝ 두께로 채썬 뒤 간장, 후춧가루로 밑간을 한다."
188,3,"풋고추, 홍고추, 대파는 어슷썬다."
188,4,냄비에 물을 붓고 ②의 쇠고기를 넣어 끓으면 양념 재료를 넣어 간을 맞춘다.
188,5,"④에 오징어, 풋고추, 홍고추, 대파를 넣어 끓인다."
189,1,"오이는 통통하고 길이가 짧은 것으로 골라 깨끗하게 씻어 건진 다음 소금을 뿌려 3시간 정도 절인 뒤 물기를 닦아 준비하는데, 피클용 오이가 없으면 일반 오이를 먹기 좋은 크기로 썰어서 절인다."
189,2,"홍고추는 꼭지를 잘라 깨끗이 씻어 물기를 제거해두고, 생강은 편썰고 당근, 양파는 큼직하게 썬다."
189,3,"소독한 병에 절인 오이와 홍고추, 당근, 양파를 차곡차곡 담는다."
189,4,"분량의 물과 설탕, 식초, 소금, 정향, 통후추, 월계수잎, 통계피, 생강편을 섞어 팔팔 끓여 바로 ③의 병에 3/5 정도 채워지도록  붓는다."
189,5,김이 오른 찜통에 피클 병을 넣고 병 뚜껑은 살짝 열고 찜통 속에 5분 정도 두었다가 찜통 안에서 병 뚜껑을 꼭 닫은 후 꺼내어 실온에 두고 숙성시킨다.
190,1,멥쌀과 찹쌀은 깨끗이 씻어 30분간 불린 다음 체에 밭쳐 물기를 뺀다.
190,2,밤은 껍질을 벗겨 적당한 크기로 자르고 은행은 식용유를 두르고 볶아 껍질을 벗긴다. 대추는 씨를 빼고 3~4등분한다. 송이버섯은 먹기 좋은 크기로 썬다.
190,3,돌솥에 참기름을 바르고 ①의 쌀을 볶다가 물을 쌀 위로 1cm 정도 올라오게 붓는다.
190,4,"③에 밤, 은행, 대추, 잣을 넣고 밥을 짓는다."
190,5,뜸들일 때 버섯을 밥 위에 올린다.
191,1,시금치는 끓는 물에 소금을 약간 넣어 살짝 데쳐낸 뒤 찬물에 헹궈 물기를 짠다.
191,2,"냄비에 말린새우, 물을 넣고 끓인다."
191,3,된장을 체에 걸러 푼다.
191,4,"끓으면 시금치, 다진 마늘을 넣어 끓인 뒤 소금으로 간한다."
192,1,"김치는 물기를 살짝 짜서 씻고, 깻잎도 깨끗이 씻는다."
192,2,양배추와 근대 잎은 끓는 물에 데쳐 내거나 찜통에 찐다.
192,3,쇠고기는 분량의 양념을 한다.
192,4,"프라이팬에 식용유를 두르고 쇠고기를 볶다가 밥을 넣어 볶은 후 소금, 후춧가루로 간을 맞춘다."
192,5,"김치, 깻잎, 양배추, 근대 잎에 ④를 넣어 각각 말아 준다."
193,1,"팥에 물을 부어 한소끔 끓으면 물을 버리고, 다시 물을 부어 팥을 삶은 후, 삶은 팥과 팥 삶은 물을 따로 둔다."
193,2,밤과 대추는 잘게 썬다.
193,3,"불려 놓은 찹쌀과 멥쌀, 삶은 팥, 밤, 대추, 소금, 팥 삶은 물을 한꺼번에 넣고 찜통에서 찐다."
